date,location,latitude,longitude,internal_point_latitude,internal_point_longitude
1/21/17,"San Luis Obispo, CA",35.283,-120.66,39.1969272,-84.5441868
1/21/17,"Cincinnati, OH",39.103,-84.512,42.5882401,-73.9740095
1/21/17,"Albany, NY",42.653,-73.756,47.6203752,-117.4033714
1/21/17,"Spokane, WA",47.659,-117.426,44.4170119,-69.7657639
1/21/17,"Augusta, ME",44.311,-69.779,33.5534439,-86.8965359
1/21/17,"Birmingham, AL",33.521,-86.802,39.005441,-94.3433259
1/21/17,"Kansas City, MO",39.1,-94.579,38.0406759,-84.4582738
1/21/17,"Lexington, KY",38.041,-84.504,38.8273831,-104.5274718
1/21/17,"Colorado Springs, CO",38.834,-104.821,34.7703106,-92.312996
1/21/17,"Little Rock, AR",34.746,-92.29,40.2825026,-74.703724
1/21/17,"Trenton, NJ",40.217,-74.743,39.7829759,-86.1357939
1/21/17,"Indianapolis, IN",39.768,-86.158,32.7669866,-96.7784238
1/21/17,"Dallas, TX",32.777,-96.797,40.7066554,-123.9261757
1/21/17,"Eureka, CA",40.802,-124.164,40.8720603,-110.9684862
1/21/17,"Park City, UT",40.646,-111.498,34.5370572,-120.0399729
1/21/17,"Santa Barbara, CA",34.421,-119.698,33.0236041,-116.7761174
1/21/17,"San Marcos, CA",33.143,-117.166,37.919479,-121.9515431
1/21/17,"Walnut Creek, CA",37.91,-122.065,40.2870481,-74.1524456
1/21/17,"Asbury Park, NJ",40.22,-74.012,41.8697652,-71.5786261
1/21/17,"Providence, RI",41.824,-71.413,26.649124,-80.4483739
1/21/17,"West Palm Beach, FL",26.715,-80.053,35.1837942,-89.895397
1/21/17,"Memphis, TN",35.15,-90.049,41.7547699,-73.7400411
1/21/17,"Poughkeepsie, NY",41.7,-73.921,48.8426531,-121.8364325
1/21/17,"Bellingham, WA",48.752,-122.479,32.7721191,-97.2912241
1/21/17,"Fort Worth, TX",32.755,-97.331,40.13898,-88.1969959
1/21/17,"Champaign, IL",40.116,-88.243,21.4613654,-158.201974
1/21/17,"Honolulu (Oahu), HI",21.307,-157.858,28.514435,-81.323295
1/21/17,"Orlando, FL",28.538,-81.379,39.3000324,-76.6104761
1/21/17,"Baltimore, MD",39.29,-76.612,43.4514767,-116.244376
1/21/17,"Boise, ID",43.619,-116.215,38.1895321,-85.6576243
1/21/17,"Louisville, KY",38.253,-85.758,38.5251824,-122.9261095
1/21/17,"Santa Rosa, CA",38.44,-122.714,41.2274128,-73.3670614
1/21/17,"Stamford, CT",41.053,-73.539,43.2995786,-71.6800412
1/21/17,"Concord, NH",43.208,-71.538,39.0194206,-108.4618935
1/21/17,"Grand Junction, CO",39.064,-108.551,36.079065,-79.7886652
1/21/17,"Greensboro, NC",36.073,-79.792,42.2846636,-83.2619533
1/21/17,"Detroit, MI",42.331,-83.046,33.7298275,-116.0022389
1/21/17,"Riverside, CA",33.953,-117.396,43.9151181,-121.2255751
1/21/17,"Bend, OR",44.058,-121.315,42.9885989,-71.0990719
1/21/17,"Portsmouth, NH",43.072,-70.763,33.6756872,-117.7772068
1/21/17,"Laguna Beach, CA",33.542,-117.783,37.278458,-79.9581739
1/21/17,"Roanoke, VA",37.271,-79.941,26.118786,-81.4009553
1/21/17,"Naples, FL",26.142,-81.795,39.0418053,-95.755664
1/21/17,"Topeka, KS",39.056,-95.689,35.9927265,-83.9377209
1/21/17,"Knoxville, TN",35.961,-83.921,43.6674723,-96.7957261
1/21/17,"Sioux Falls, SD",43.545,-96.731,24.5354143,-82.0069198
1/21/17,"Key West, FL",24.555,-81.78,19.5977643,-155.5024434
1/21/17,"Kona, HI",19.64,-155.997,42.1179519,-80.0963858
1/21/17,"Erie, PA",42.129,-80.085,20.8559308,-156.6015502
1/21/17,"Kahului, Maui, HI",20.889,-156.473,39.7537357,-84.2905915
1/21/17,"Dayton, OH",39.759,-84.192,38.5070999,-122.3259045
1/21/17,"Napa, CA",38.298,-122.287,38.5251824,-122.9261095
1/21/17,"Sonoma, CA",38.292,-122.458,44.7186875,-85.5538484
1/21/17,"Traverse City, MI",44.763,-85.621,37.681045,-97.4610535
1/21/17,"Wichita, KS",37.687,-97.33,61.1742503,-149.2843294
1/21/17,"Anchorage, AK",61.218,-149.9,40.7835474,-96.6886584
1/21/17,"Lincoln, NE",40.826,-96.685,42.752759,-78.7781922
1/21/17,"Buffalo, NY",42.886,-78.878,43.0324971,-85.547446
1/21/17,"Grand Rapids, MI",42.963,-85.668,42.3394593,-72.6636936
1/21/17,"Northampton, MA",42.325,-72.641,38.9898614,-92.3102022
1/21/17,"Columbia, MO",38.952,-92.334,32.2677879,-90.4660171
1/21/17,"Jackson, MS",32.299,-90.185,33.9521852,-83.3671522
1/21/17,"Athens, GA",33.952,-83.358,33.205132,-97.1211403
1/21/17,"Denton, TX",33.215,-97.133,39.4323876,-123.4428811
1/21/17,"Fort Bragg, CA",39.446,-123.805,46.8189202,-116.7309737
1/21/17,"Moscow, ID",46.732,-117,37.4146725,-122.3715457
1/21/17,"Redwood City, CA",37.485,-122.236,42.1619773,-75.8302833
1/21/17,"Binghamton, NY",42.099,-75.918,38.3280675,-81.5235156
1/21/17,"Charleston, WV",38.35,-81.633,34.0290952,-80.8980371
1/21/17,"Columbia, SC",34.001,-81.035,42.2477288,-73.6268057
1/21/17,"Hudson, NY",42.253,-73.791,30.3352449,-81.6481132
1/21/17,"Jacksonville, FL",30.332,-81.656,43.0065163,-76.1961336
1/21/17,"Syracuse, NY",43.048,-76.147,44.9008984,-122.5762602
1/21/17,"Salem, OR",44.943,-123.035,36.9230149,-76.2446413
1/21/17,"Norfolk, VA",36.851,-76.286,34.3587415,-119.1331432
1/21/17,"Ventura, CA",34.275,-119.229,38.0376579,-78.4853806
1/21/17,"Charlottesville, VA",38.029,-78.477,46.2546061,-118.4803741
1/21/17,"Walla Walla, WA",46.065,-118.343,29.4486708,-98.5201465
1/21/17,"San Antonio, TX",29.424,-98.494,32.8004582,-79.94248
1/21/17,"Charleston, SC",32.776,-79.931,40.4697574,-79.9804515
1/21/17,"East Liberty, PA",40.464,-79.926,64.6923172,-146.6017326
1/21/17,"Fairbanks, AK",64.838,-147.716,36.7610058,-119.6550193
1/21/17,"Fresno, CA",36.747,-119.773,42.5845038,-72.5917921
1/21/17,"Greenfield, MA",42.588,-72.599,34.8926452,-82.3720772
1/21/17,"Greenville, SC",34.853,-82.394,30.6116382,-87.3388996
1/21/17,"Pensacola, FL",30.421,-87.217,40.943554,-72.6922184
1/21/17,"Port Jefferson, NY",40.946,-73.069,34.1963983,-118.2618616
1/21/17,"Redondo Beach, CA",33.849,-118.388,37.531399,-77.4760085
1/21/17,"Richmond, VA",37.541,-77.436,40.7874003,-74.2462919
1/21/17,"South Orange, NJ",40.749,-74.261,37.2581957,-93.3406409
1/21/17,"Springfield, MO",37.209,-93.292,47.8609739,-120.619041
1/21/17,"Wenatchee, WA",47.423,-120.31,37.7860959,-89.3812119
1/21/17,"Carbondale, IL",37.727,-89.217,35.1607616,-85.1977114
1/21/17,"Chattanooga, TN",35.046,-85.31,39.6659588,-121.6019188
1/21/17,"Chico, CA",39.728,-121.837,46.9270033,-97.2523747
1/21/17,"Fargo, ND",46.877,-96.79,34.183442,-77.8642088
1/21/17,"Wilmington, NC",34.226,-77.945,19.5977643,-155.5024434
1/21/17,"Hilo, HI",19.707,-155.088,42.5957875,-86.6347446
1/21/17,"Douglas-Saugatuck, MI",42.642,-86.208,40.7859952,-89.7671064
1/21/17,"Peoria, IL",40.694,-89.589,43.4644751,-77.6646556
1/21/17,"Rochester, NY",43.161,-77.611,39.4323876,-123.4428811
1/21/17,"Ukiah, CA",39.15,-123.208,46.2281252,-119.5166594
1/21/17,"Richland, WA",46.286,-119.284,38.9916189,-76.5608736
1/21/17,"Annapolis, MD",38.978,-76.492,47.578635,-92.51457
1/21/17,"Duluth, MN",46.787,-92.1,41.2928302,-104.660395
1/21/17,"Cheyenne, WY",41.14,-104.82,48.5071904,-123.1037693
1/21/17,"Friday Harbor, WA",48.534,-123.017,29.6757403,-82.357221
1/21/17,"Gainesville, FL",29.652,-82.325,22.0120383,-159.7059653
1/21/17,"Lihue (Kauai), HI",21.981,-159.371,44.6410607,-123.9112121
1/21/17,"Newport, OR",44.637,-124.053,42.3753141,-73.2139479
1/21/17,"Pittsfield, MA",42.45,-73.245,40.3368872,-75.10706
1/21/17,"Doylestown, PA",40.31,-75.13,31.7664803,-106.2414237
1/21/17,"El Paso, TX",31.762,-106.485,35.8296919,-111.7737277
1/21/17,"Flagstaff, AZ",35.198,-111.651,42.2462657,-85.5328544
1/21/17,"Kalamazoo, MI",42.292,-85.587,44.0023492,-102.8238015
1/21/17,"Rapid City, SD",44.081,-103.231,29.8906441,-81.3839483
1/21/17,"St. Augustine, FL",29.901,-81.312,36.240107,-121.3155723
1/21/17,"Seaside, CA",36.615,-121.822,41.6176989,-86.2881592
1/21/17,"South Bend, IN",41.676,-86.252,40.6598707,-74.3086957
1/21/17,"Westfield, NJ",40.659,-74.347,46.0245092,-123.705014
1/21/17,"Astoria, OR",46.188,-123.831,37.2625308,-113.4878003
1/21/17,"St. George, UT",37.097,-113.568,48.1585538,-122.6706492
1/21/17,"Langley, WA",48.04,-122.406,39.1738688,-78.1763562
1/21/17,"Winchester, VA",39.186,-78.163,43.5551053,-73.8381388
1/21/17,"Glens Falls, NY",43.31,-73.644,37.4146725,-122.3715457
1/21/17,"Pacifica, CA",37.614,-122.487,42.6929211,-112.2289819
1/21/17,"Pocatello, ID",42.871,-112.446,34.6312117,-112.5773855
1/21/17,"Prescott, AZ",34.54,-112.469,39.5759152,-75.6441324
1/21/17,"Newark, DE",39.684,-75.75,43.394192,-113.9553713
1/21/17,"Ketchum, ID",43.681,-114.364,34.1963983,-118.2618616
1/21/17,"Pasadena, CA",34.148,-118.145,36.0625255,-79.120034
1/21/17,"Hillsborough, NC",36.075,-79.1,40.0419921,-76.250198
1/21/17,"Lancaster, PA",40.038,-76.306,30.6059257,-81.7649287
1/21/17,"Amelia Island, FL",30.627,-81.461,39.3238179,-83.0595805
1/21/17,"Chillicothe, OH",39.333,-82.982,43.7609939,-111.2117653
1/21/17,"Driggs, ID",43.723,-111.111,39.4702139,-77.3976277
1/21/17,"Frederick, MD",39.414,-77.411,41.6688774,-91.5889245
1/21/17,"Iowa City, IA",41.661,-91.53,44.0486619,-110.426072
1/21/17,"Jackson Hole, WY",43.48,-110.762,36.2956649,-82.4950374
1/21/17,"Jonesborough, TN",36.294,-82.473,58.6435233,-134.2811673
1/21/17,"Juneau, AK",58.302,-134.42,43.4260188,-70.6684248
1/21/17,"Kennebunk, ME",43.385,-70.544,43.0176601,-87.4815541
1/21/17,"Milwaukee, WI",43.039,-87.906,29.057769,-81.161792
1/21/17,"New Smyrna Beach, FL",29.026,-80.927,33.7298275,-116.0022389
1/21/17,"Palm Desert, CA",33.722,-116.374,42.3373957,-89.1612053
1/21/17,"Rockford, IL",42.271,-89.094,31.9804101,-81.0851959
1/21/17,"Savannah, GA",32.084,-81.1,35.8296919,-111.7737277
1/21/17,"Sedona, AZ",34.87,-111.761,39.7572579,-89.6620322
1/21/17,"Springfield, IL",39.782,-89.65,40.4836638,-106.9877021
1/21/17,"Steamboat Springs, CO",40.485,-106.832,36.1203177,-95.9418132
1/21/17,"Tulsa, OK",36.154,-95.993,41.9472124,-74.2654582
1/21/17,"Woodstock, NY",42.041,-74.118,40.4125646,-76.7926343
1/21/17,"Harrisburg, PA",40.273,-76.887,30.6845725,-88.1965682
1/21/17,"Mobile, AL",30.695,-88.04,37.5623162,-121.0028311
1/21/17,"Modesto, CA",37.639,-120.997,48.4932917,-121.8157703
1/21/17,"Mount Vernon, WA",48.421,-122.334,60.3666677,-152.3222833
1/21/17,"Homer, AK",59.643,-151.548,43.2929889,-91.850788
1/21/17,"Decorah, IA",43.303,-91.786,40.3891334,-86.8935538
1/21/17,"Lafayette, IN",40.417,-86.875,41.4330028,-72.5227802
1/21/17,"Old Saybrook, CT",41.296,-72.385,40.8588961,-74.5472917
1/21/17,"Pequannock Township, NJ",40.96,-74.297,48.3246283,-116.6274521
1/21/17,"Sandpoint, ID",48.277,-116.553,46.4565581,-120.7401446
1/21/17,"Yakima, WA",46.602,-120.506,42.9776447,-106.7682192
1/21/17,"Casper, WY",42.867,-106.313,37.269481,-76.7081925
1/21/17,"Williamsburg, VA",37.271,-76.707,32.3499198,-106.8349691
1/21/17,"Las Cruces, NM",32.32,-106.764,44.0034295,-92.4067216
1/21/17,"Rochester, MN",44.012,-92.48,40.8296612,-81.8871942
1/21/17,"Wooster, OH",40.805,-81.935,36.6209783,-88.2740857
1/21/17,"Murray, KY",36.61,-88.315,41.3000142,-80.2527863
1/21/17,"Sharon, PA",41.233,-80.493,57.1932044,-135.3673965
1/21/17,"Sitka, AK",57.053,-135.33,48.5484533,-119.7422347
1/21/17,"Twisp, WA",48.363,-120.122,62.2790749,-149.6175617
1/21/17,"Palmer, AK",61.6,-149.113,35.3986751,-101.893804
1/21/17,"Amarillo, TX",35.222,-101.831,33.6114688,-101.8199438
1/21/17,"Lubbock, TX",33.578,-101.855,39.0620323,-120.7227181
1/21/17,"Kings Beach, CA",39.238,-120.027,47.8053465,-123.5271357
1/21/17,"Port Townsend, WA",48.117,-122.76,33.361487,-82.0749983
1/21/17,"Augusta, GA",33.473,-82.011,36.561977,-117.4039269
1/21/17,"Bishop, CA",37.361,-118.4,38.785532,-120.5343981
1/21/17,"South Lake Tahoe, CA / Stateline, NV",38.959,-119.942,39.2173323,-106.9157831
1/21/17,"Aspen, CO",39.191,-106.818,37.6471385,-121.912488
1/21/17,"Berkeley, CA",37.872,-122.273,37.2873673,-107.8397178
1/21/17,"Durango, CO",37.275,-107.88,41.9395938,-88.4280395
1/21/17,"Elgin, IL",42.035,-88.283,32.5771951,-93.8824228
1/21/17,"Shreveport/Bossier, LA",32.525,-93.75,35.746182,-81.7061795
1/21/17,"Morganton, NC",35.745,-81.685,45.5911997,-118.7338795
1/21/17,"Pendleton, OR",45.672,-118.789,41.6420791,-90.6222889
1/21/17,"Bettendorf, IA",41.561,-90.483,40.7527913,-75.3074468
1/21/17,"Bethlehem, PA",40.626,-75.37,46.9718426,-100.4620005
1/21/17,"Bismarck, ND",46.808,-100.784,34.8853801,-82.7233764
1/21/17,"Clemson, SC",34.683,-82.837,46.998431,-88.6519079
1/21/17,"Houghton, MI",47.121,-88.569,43.3951708,-111.6218783
1/21/17,"Idaho Falls, ID",43.492,-112.034,28.2983043,-80.7003309
1/21/17,"Melbourne, FL",28.084,-80.608,46.2614136,-105.5503521
1/21/17,"Miles City, MT",46.408,-105.841,42.6297762,-75.028841
1/21/17,"Oneonta, NY",42.453,-75.064,30.2382631,-85.6315101
1/21/17,"Panama City, FL",30.159,-85.66,42.9161495,-96.980468
1/21/17,"Vermillion, SD",42.779,-96.929,36.2288339,-118.7810551
1/21/17,"Visalia, CA",36.33,-119.292,30.4165357,-89.0833762
1/21/17,"Gulfport, MS",30.367,-89.093,46.6565964,-87.5840278
1/21/17,"Marquette, MI",46.548,-87.396,32.1285226,-111.7830267
1/21/17,"Green Valley, AZ",31.854,-110.994,34.3492982,-89.4859026
1/21/17,"Oxford, MS",34.366,-89.519,37.3380247,-108.5957864
1/21/17,"Cortez, CO",37.349,-108.586,44.4923865,-109.5935975
1/21/17,"Cody, WY",44.526,-109.057,39.5993517,-107.9097802
1/21/17,"Carbondale, CO",39.402,-107.211,38.6726401,-107.0665057
1/21/17,"Crested Butte, CO",38.87,-106.988,43.054831,-108.6089349
1/21/17,"Lander, WY",42.833,-108.731,41.4024096,-74.3062522
1/21/17,"Port Jervis, NY",41.375,-74.693,44.752712,-73.7056429
1/21/17,"Plattsburgh, NY",44.699,-73.453,42.9254553,-72.2482169
1/21/17,"Keene, NH",42.934,-72.278,42.4634808,-90.8787708
1/21/17,"Dubuque, IA",42.501,-90.665,44.6525477,-71.2894309
1/21/17,"Lancaster, NH",44.489,-71.569,41.5879861,-122.5332868
1/21/17,"Mt. Shasta, CA",41.31,-122.311,43.6482031,-84.3794144
1/21/17,"Midland, MI",43.616,-84.247,41.3058778,-70.1419099
1/21/17,"Nantucket, MA",41.283,-70.099,38.856204,-78.5739867
1/21/17,"Woodstock, VA",38.882,-78.506,39.3326037,-82.0458439
1/21/17,"Athens, OH",39.329,-82.101,48.1109034,-123.8898599
1/21/17,"Sequim, WA",48.08,-123.102,43.7451995,-87.7321195
1/21/17,"Sheboygan, WI",43.751,-87.715,37.0124883,-122.007205
1/21/17,"Watsonville, CA",36.91,-121.757,40.9596985,-74.0747272
1/21/17,"Wyckoff, NJ",41.01,-74.173,38.2221332,-75.3099315
1/21/17,"Ocean City, MD",38.337,-75.085,41.5099149,-87.0713128
1/21/17,"Valparaiso, IN",41.473,-87.061,57.7044003,-153.9183721
1/21/17,"Kodiak, AK",57.79,-152.407,47.8795077,-95.00505
1/21/17,"Bemidji, MN",47.488,-94.886,42.591294,-74.4381718
1/21/17,"Cobleskill, NY",42.678,-74.485,26.1029227,-97.4789584
1/21/17,"Brownsville, TX",25.902,-97.497,40.9309412,-90.2137611
1/21/17,"Galesburg, IL",40.948,-90.371,40.9091603,-77.8478297
1/21/17,"State College, PA",40.793,-77.86,35.6093739,-82.5304154
1/21/17,"Black Mountain, NC",35.618,-82.321,44.9477454,-91.8976612
1/21/17,"Menomonie, WI",44.876,-91.919,47.9260026,-97.450851
1/21/17,"Grand Forks, ND",47.925,-97.033,42.6025316,-83.9117183
1/21/17,"Brighton, MI",42.529,-83.78,34.1963983,-118.2618616
1/21/17,"Burbank, CA",34.181,-118.309,29.057769,-81.161792
1/21/17,"Daytona Beach, FL",29.211,-81.023,43.9283286,-122.8976901
1/21/17,"Florence, OR",43.983,-124.1,43.8677742,-71.2015596
1/21/17,"Jackson, NH",44.146,-71.185,41.5454953,-83.0126127
1/21/17,"Lakeside, OH",41.539,-82.767,45.7161762,-89.5345333
1/21/17,"Minocqua, WI",45.871,-89.709,41.7990145,-70.2118803
1/21/17,"Provincetown, MA",42.058,-70.179,40.7605142,-122.0435556
1/21/17,"Redding, CA",40.587,-122.392,45.4558895,-123.7592988
1/21/17,"Tillamook, OR",45.456,-123.844,36.4434687,-81.4993343
1/21/17,"West Jefferson, NC",36.404,-81.493,42.4664387,-124.2109292
1/21/17,"Port Orford, OR",42.746,-124.497,40.2870481,-74.1524456
1/21/17,"Red Bank, NJ",40.347,-74.064,40.6841401,-80.3507209
1/21/17,"Beaver, PA",40.695,-80.305,42.4664387,-124.2109292
1/21/17,"Brookings, OR",42.053,-124.284,47.4905993,-121.833996
1/21/17,"Vashon, WA",47.447,-122.46,60.3666677,-152.3222833
1/21/17,"Soldotna, AK",60.488,-151.058,40.4139565,-75.9268598
1/21/17,"Reading, PA",40.336,-75.927,48.5071904,-123.1037693
1/21/17,"Eastsound, WA",48.697,-122.906,44.7263547,-91.2864137
1/21/17,"Eau Claire, WI",44.811,-91.498,47.2136328,-119.467788
1/21/17,"Ephrata, WA",47.318,-119.554,42.6837613,-121.6461682
1/21/17,"Klamath Falls, OR",42.225,-121.782,38.6732275,-75.3370237
1/21/17,"Lewes, DE",38.775,-75.139,45.5934609,-95.9923146
1/21/17,"Morris, MN",45.592,-95.919,31.6205598,-94.6202497
1/21/17,"Nacogdoches, TX",31.604,-94.655,41.2703281,-111.8767944
1/21/17,"Ogden, UT",41.223,-111.974,33.7298275,-116.0022389
1/21/17,"Palm Springs, CA",33.83,-116.545,40.943554,-72.6922184
1/21/17,"Sag Harbor, NY",40.998,-72.293,43.2427273,-75.4342824
1/21/17,"Utica, NY",43.101,-75.233,43.996389,-76.0529678
1/21/17,"Watertown, NY",43.975,-75.911,39.6874785,-83.8948943
1/21/17,"Yellow Springs, OH",39.806,-83.887,47.1244443,-120.6767136
1/21/17,"Ellensburg, WA",46.997,-120.548,39.8023521,-74.9612507
1/21/17,"Sicklerville, NJ",39.717,-74.97,37.2098213,-119.7498023
1/21/17,"Oakhurst, CA",37.328,-119.649,42.6297762,-75.028841
1/21/17,"Cooperstown, NY",42.701,-74.924,43.1859095,-124.0941335
1/21/17,"Coos Bay, OR",43.367,-124.218,43.0138045,-88.7739847
1/21/17,"Fort Atkinson, WI",42.929,-88.837,44.4740209,-87.9961514
1/21/17,"Green Bay, WI",44.519,-88.02,41.7990145,-70.2118803
1/21/17,"Harwich, MA",41.672,-70.062,45.5117753,-121.6559762
1/21/17,"Hood River, OR",45.705,-121.521,20.8559308,-156.6015502
1/21/17,"Kaunakakai (Molokai), HI",21.093,-157.024,46.1967854,-122.6784596
1/21/17,"Longview, WA",46.138,-122.938,38.9743261,-109.5734502
1/21/17,"Moab, UT",38.573,-109.55,41.3497173,-72.9002037
1/21/17,"New Haven, CT",41.308,-72.928,29.2028047,-82.0431004
1/21/17,"Ocala, FL",29.187,-82.14,34.8572198,-116.1811967
1/21/17,"Ontario, CA",34.063,-117.651,43.7451995,-87.7321195
1/21/17,"Plymouth, WI",43.749,-87.977,32.3917111,-81.744021
1/21/17,"Statesboro, GA",32.449,-81.783,40.9596985,-74.0747272
1/21/17,"Leonia, NJ",40.861,-73.988,35.3466288,-118.7295064
1/21/17,"Ridgecrest, CA",35.622,-117.671,39.4291426,-87.3903754
1/21/17,"St. Mary of the Woods, IN",39.511,-87.467,45.3040809,-117.9991488
1/21/17,"La Grande, OR",45.325,-118.088,37.2750892,-111.815329
