CBSAFP,protest_count,democrat,republican,totalvotes,perc_democrat,pop,location_type,location_id,NAME,GEOID,state,no_party,state_fips,county_fips,CTYNAME,protest_per_10k,include_capital,geometry
33140,4,19798,22687,45203,0.43797978,109911,CBSA,33140,"Michigan City-La Porte, IN",NA,NA,NA,NA,NA,NA,0.363930817,FALSE,"c(NA, NA)"
33220,9,15635,23846,42506,0.367830424,83245,CBSA,33220,"Midland, MI",NA,NA,NA,NA,NA,NA,1.081146015,FALSE,"c(NA, NA)"
33260,6,10291,38428,50974,0.201887237,170948,CBSA,33260,"Midland, TX",NA,NA,NA,NA,NA,NA,0.350983925,FALSE,"c(NA, NA)"
33300,2,10671,8540,19696,0.541785134,53466,CBSA,33300,"Milledgeville, GA",NA,NA,NA,NA,NA,NA,0.374069502,FALSE,"c(NA, NA)"
33340,75,409020,350526,811815,0.503834002,1575151,CBSA,33340,"Milwaukee-Waukesha-West Allis, WI",NA,NA,NA,NA,NA,NA,0.476144827,FALSE,"c(NA, NA)"
33420,1,1708,8284,10270,0.16630964,28575,CBSA,33420,"Mineral Wells, TX",NA,NA,NA,NA,NA,NA,0.349956255,FALSE,"c(NA, NA)"
33460,265,994822,755614,1918882,0.518438341,3592669,CBSA,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",NA,NA,NA,NA,NA,NA,0.737613178,TRUE,"c(-93.094, 44.95)"
33500,1,6497,21679,31525,0.206090404,76751,CBSA,33500,"Minot, ND",NA,NA,NA,NA,NA,NA,0.130291462,FALSE,"c(NA, NA)"
33540,51,31543,22250,59203,0.532793946,117863,CBSA,33540,"Missoula, MT",NA,NA,NA,NA,NA,NA,4.327057686,FALSE,"c(NA, NA)"
33660,21,72186,95116,172737,0.417895413,414515,CBSA,33660,"Mobile, AL",NA,NA,NA,NA,NA,NA,0.506616166,FALSE,"c(NA, NA)"
33700,29,81647,78494,172146,0.474289266,545267,CBSA,33700,"Modesto, CA",NA,NA,NA,NA,NA,NA,0.531849534,FALSE,"c(NA, NA)"
33740,5,27119,49706,78911,0.343665649,178211,CBSA,33740,"Monroe, LA",NA,NA,NA,NA,NA,NA,0.280566295,FALSE,"c(NA, NA)"
33780,3,26863,43261,74218,0.361947237,149592,CBSA,33780,"Monroe, MI",NA,NA,NA,NA,NA,NA,0.200545484,FALSE,"c(NA, NA)"
33860,29,78178,81560,164795,0.474395461,374042,CBSA,33860,"Montgomery, AL",NA,NA,NA,NA,NA,NA,0.775314002,TRUE,"c(-86.279118, 32.361538)"
33940,1,5466,14382,21186,0.258000566,41785,CBSA,33940,"Montrose, CO",NA,NA,NA,NA,NA,NA,0.23932033,FALSE,"c(NA, NA)"
34060,15,17169,27970,48707,0.352495535,139739,CBSA,34060,"Morgantown, WV",NA,NA,NA,NA,NA,NA,1.073429751,FALSE,"c(NA, NA)"
34140,8,8093,7265,18173,0.445330986,39714,CBSA,34140,"Moscow, ID",NA,NA,NA,NA,NA,NA,2.014402981,FALSE,"c(NA, NA)"
34180,2,7810,18518,28346,0.275523883,95821,CBSA,34180,"Moses Lake, WA",NA,NA,NA,NA,NA,NA,0.208722514,FALSE,"c(NA, NA)"
34220,1,3463,9898,13624,0.254183793,45543,CBSA,34220,"Moultrie, GA",NA,NA,NA,NA,NA,NA,0.219572712,FALSE,"c(NA, NA)"
34260,8,4169,14682,19766,0.210917738,41316,CBSA,34260,"Mountain Home, AR",NA,NA,NA,NA,NA,NA,1.936295866,FALSE,"c(NA, NA)"
34380,7,11404,12338,25392,0.449117832,71125,CBSA,34380,"Mount Pleasant, MI",NA,NA,NA,NA,NA,NA,0.984182777,FALSE,"c(NA, NA)"
34420,2,2597,6511,9419,0.275719291,32806,CBSA,34420,"Mount Pleasant, TX",NA,NA,NA,NA,NA,NA,0.609644577,FALSE,"c(NA, NA)"
34460,1,5219,12948,18818,0.277340844,46800,CBSA,34460,"Mount Sterling, KY",NA,NA,NA,NA,NA,NA,0.213675214,FALSE,"c(NA, NA)"
34500,2,4425,11695,16999,0.26030943,38111,CBSA,34500,"Mount Vernon, IL",NA,NA,NA,NA,NA,NA,0.524782871,FALSE,"c(NA, NA)"
34580,13,26690,24736,55968,0.476879646,126026,CBSA,34580,"Mount Vernon-Anacortes, WA",NA,NA,NA,NA,NA,NA,1.031533176,FALSE,"c(NA, NA)"
34620,4,18153,24263,45123,0.402300379,115389,CBSA,34620,"Muncie, IN",NA,NA,NA,NA,NA,NA,0.346653494,FALSE,"c(NA, NA)"
34660,6,4749,10367,16049,0.295906287,38865,CBSA,34660,"Murray, KY",NA,NA,NA,NA,NA,NA,1.543805481,FALSE,"c(NA, NA)"
34700,2,8368,9584,19434,0.430585572,42892,CBSA,34700,"Muscatine, IA",NA,NA,NA,NA,NA,NA,0.46628742,FALSE,"c(NA, NA)"
34740,8,37304,36127,78088,0.477717447,173656,CBSA,34740,"Muskegon, MI",NA,NA,NA,NA,NA,NA,0.460680886,FALSE,"c(NA, NA)"
34780,5,7977,15043,24216,0.329410307,68959,CBSA,34780,"Muskogee, OK",NA,NA,NA,NA,NA,NA,0.725068519,FALSE,"c(NA, NA)"
34820,13,62692,132008,201271,0.311480541,463386,CBSA,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",NA,NA,NA,NA,NA,NA,0.28054365,FALSE,"c(NA, NA)"
34860,7,6846,14771,22622,0.302625763,65599,CBSA,34860,"Nacogdoches, TX",NA,NA,NA,NA,NA,NA,1.067089437,FALSE,"c(NA, NA)"
34900,27,39199,17411,61372,0.638711465,140386,CBSA,34900,"Napa, CA",NA,NA,NA,NA,NA,NA,1.923268702,FALSE,"c(NA, NA)"
34940,33,61085,105423,170789,0.35766355,372345,CBSA,34940,"Naples-Immokalee-Marco Island, FL",NA,NA,NA,NA,NA,NA,0.886274826,FALSE,"c(NA, NA)"
34980,129,281062,398113,719346,0.390718792,1900584,CBSA,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",NA,NA,NA,NA,NA,NA,0.678738746,TRUE,"c(-86.784, 36.165)"
35100,1,22143,34963,59006,0.375266922,125010,CBSA,35100,"New Bern, NC",NA,NA,NA,NA,NA,NA,0.079993601,FALSE,"c(NA, NA)"
35220,1,5124,13895,20155,0.25422972,48247,CBSA,35220,"New Castle, IN",NA,NA,NA,NA,NA,NA,0.207266773,FALSE,"c(NA, NA)"
35260,1,14009,25428,40753,0.343753834,86652,CBSA,35260,"New Castle, PA",NA,NA,NA,NA,NA,NA,0.115404145,FALSE,"c(NA, NA)"
35300,108,205609,159048,379006,0.542495369,857794,CBSA,35300,"New Haven-Milford, CT",NA,NA,NA,NA,NA,NA,1.259043547,FALSE,"c(NA, NA)"
35380,75,271328,262388,557251,0.486904465,1270465,CBSA,35380,"New Orleans-Metairie, LA",NA,NA,NA,NA,NA,NA,0.590335035,FALSE,"c(NA, NA)"
35420,1,12188,26918,41289,0.29518758,92411,CBSA,35420,"New Philadelphia-Dover, OH",NA,NA,NA,NA,NA,NA,0.108212226,FALSE,"c(NA, NA)"
35440,10,12501,10039,25256,0.494971492,48820,CBSA,35440,"Newport, OR",NA,NA,NA,NA,NA,NA,2.048340844,FALSE,"c(NA, NA)"
35500,3,7109,10560,19034,0.373489545,36985,CBSA,35500,"Newton, IA",NA,NA,NA,NA,NA,NA,0.811139651,FALSE,"c(NA, NA)"
35580,1,3763,8708,13779,0.273096741,25172,CBSA,35580,"New Ulm, MN",NA,NA,NA,NA,NA,NA,0.397266804,FALSE,"c(NA, NA)"
35620,1263,4867604,2681567,7806694,0.62351669,19998951,CBSA,35620,"New York-Newark-Jersey City, NY-NJ-PA",NA,NA,NA,NA,NA,NA,0.631533124,FALSE,"c(NA, NA)"
35660,5,29495,38647,72031,0.409476475,154362,CBSA,35660,"Niles-Benton Harbor, MI",NA,NA,NA,NA,NA,NA,0.323913917,FALSE,"c(NA, NA)"
35700,3,11690,3897,16433,0.711373456,46636,CBSA,35700,"Nogales, AZ",NA,NA,NA,NA,NA,NA,0.64327987,FALSE,"c(NA, NA)"
35740,2,3510,15867,20774,0.168961202,48357,CBSA,35740,"Norfolk, NE",NA,NA,NA,NA,NA,NA,0.413590587,FALSE,"c(NA, NA)"
35840,71,169094,226382,408021,0.414424748,805139,CBSA,35840,"North Port-Sarasota-Bradenton, FL",NA,NA,NA,NA,NA,NA,0.88183531,FALSE,"c(NA, NA)"
35860,1,2364,8224,11150,0.212017937,27638,CBSA,35860,"North Vernon, IN",NA,NA,NA,NA,NA,NA,0.361820682,FALSE,"c(NA, NA)"
35940,2,7192,16226,24834,0.289602964,58462,CBSA,35940,"Norwalk, OH",NA,NA,NA,NA,NA,NA,0.342102562,FALSE,"c(NA, NA)"
35980,22,62278,54058,123528,0.504161,267826,CBSA,35980,"Norwich-New London, CT",NA,NA,NA,NA,NA,NA,0.821428838,FALSE,"c(NA, NA)"
36020,18,20960,18465,42876,0.488851572,83285,CBSA,36020,"Oak Harbor, WA",NA,NA,NA,NA,NA,NA,2.161253527,FALSE,"c(NA, NA)"
36100,5,62041,107833,174700,0.355128792,353717,CBSA,36100,"Ocala, FL",NA,NA,NA,NA,NA,NA,0.141355943,FALSE,"c(NA, NA)"
36140,5,18750,28446,48722,0.384836419,93184,CBSA,36140,"Ocean City, NJ",NA,NA,NA,NA,NA,NA,0.536572802,FALSE,"c(NA, NA)"
36220,4,10249,25020,36530,0.28056392,157173,CBSA,36220,"Odessa, TX",NA,NA,NA,NA,NA,NA,0.254496637,FALSE,"c(NA, NA)"
36260,21,54766,117872,248377,0.220495457,664589,CBSA,36260,"Ogden-Clearfield, UT",NA,NA,NA,NA,NA,NA,0.315984767,FALSE,"c(NA, NA)"
36300,13,16488,19942,39158,0.421063384,108562,CBSA,36300,"Ogdensburg-Massena, NY",NA,NA,NA,NA,NA,NA,1.197472412,FALSE,"c(NA, NA)"
36420,88,176770,299065,510818,0.346052802,1383249,CBSA,36420,"Oklahoma City, OK",NA,NA,NA,NA,NA,NA,0.636183363,TRUE,"c(-97.534994, 35.482309)"
36460,4,9497,19692,31161,0.304771991,77245,CBSA,36460,"Olean, NY",NA,NA,NA,NA,NA,NA,0.517832869,FALSE,"c(NA, NA)"
36500,59,68798,48624,129410,0.531628159,280289,CBSA,36500,"Olympia-Tumwater, WA",NA,NA,NA,NA,NA,NA,2.104970227,TRUE,"c(-122.893077, 47.042418)"
36540,68,170037,211067,413481,0.411232922,932217,CBSA,36540,"Omaha-Council Bluffs, NE-IA",NA,NA,NA,NA,NA,NA,0.729443896,FALSE,"c(NA, NA)"
36580,10,10451,13308,25668,0.407160667,59903,CBSA,36580,"Oneonta, NY",NA,NA,NA,NA,NA,NA,1.669365474,FALSE,"c(NA, NA)"
36620,2,3753,13683,19139,0.19609175,53668,CBSA,36620,"Ontario, OR-ID",NA,NA,NA,NA,NA,NA,0.372661549,FALSE,"c(NA, NA)"
36660,3,17209,21971,39977,0.430472522,83447,CBSA,36660,"Opelousas, LA",NA,NA,NA,NA,NA,NA,0.359509629,FALSE,"c(NA, NA)"
36700,4,26318,11931,38910,0.676381393,87673,CBSA,36700,"Orangeburg, SC",NA,NA,NA,NA,NA,NA,0.456240804,FALSE,"c(NA, NA)"
36740,74,584104,457148,1081839,0.539917677,2512917,CBSA,36740,"Orlando-Kissimmee-Sanford, FL",NA,NA,NA,NA,NA,NA,0.294478489,FALSE,"c(NA, NA)"
36780,13,37054,43448,87144,0.42520426,170375,CBSA,36780,"Oshkosh-Neenah, WI",NA,NA,NA,NA,NA,NA,0.763022744,FALSE,"c(NA, NA)"
36820,2,2619,7432,10632,0.246331828,22197,CBSA,36820,"Oskaloosa, IA",NA,NA,NA,NA,NA,NA,0.901022661,FALSE,"c(NA, NA)"
36840,1,2892,7185,10965,0.26374829,25657,CBSA,36840,"Ottawa, KS",NA,NA,NA,NA,NA,NA,0.389757181,FALSE,"c(NA, NA)"
36860,1,26719,37737,69425,0.384861361,148567,CBSA,36860,"Ottawa-Peru, IL",NA,NA,NA,NA,NA,NA,0.067309699,FALSE,"c(NA, NA)"
36900,1,6571,11438,19031,0.345278756,44098,CBSA,36900,"Ottumwa, IA",NA,NA,NA,NA,NA,NA,0.226767654,FALSE,"c(NA, NA)"
36940,1,6241,11198,19179,0.325407998,36824,CBSA,36940,"Owatonna, MN",NA,NA,NA,NA,NA,NA,0.271562025,FALSE,"c(NA, NA)"
36980,5,16395,35076,54668,0.299901222,118543,CBSA,36980,"Owensboro, KY",NA,NA,NA,NA,NA,NA,0.421787874,FALSE,"c(NA, NA)"
37020,2,12546,19230,34111,0.367799244,68459,CBSA,37020,"Owosso, MI",NA,NA,NA,NA,NA,NA,0.292145664,FALSE,"c(NA, NA)"
37060,13,7969,10872,19643,0.405691595,54237,CBSA,37060,"Oxford, MS",NA,NA,NA,NA,NA,NA,2.396887733,FALSE,"c(NA, NA)"
37100,43,194402,132323,351726,0.552708643,850802,CBSA,37100,"Oxnard-Thousand Oaks-Ventura, CA",NA,NA,NA,NA,NA,NA,0.505405488,FALSE,"c(NA, NA)"
37120,1,4413,13808,18749,0.235372553,49254,CBSA,37120,"Ozark, AL",NA,NA,NA,NA,NA,NA,0.203029196,FALSE,"c(NA, NA)"
37220,6,5094,13324,19595,0.259964277,44051,CBSA,37220,"Pahrump, NV",NA,NA,NA,NA,NA,NA,1.362057615,FALSE,"c(NA, NA)"
37260,1,10094,22138,33117,0.30479814,73385,CBSA,37260,"Palatka, FL",NA,NA,NA,NA,NA,NA,0.13626763,FALSE,"c(NA, NA)"
37340,26,119679,181848,314752,0.380232691,588265,CBSA,37340,"Palm Bay-Melbourne-Titusville, FL",NA,NA,NA,NA,NA,NA,0.44197768,FALSE,"c(NA, NA)"
37460,9,23517,67523,94746,0.248211006,200168,CBSA,37460,"Panama City, FL",NA,NA,NA,NA,NA,NA,0.449622317,FALSE,"c(NA, NA)"
37580,3,3583,14561,18611,0.192520552,49597,CBSA,37580,"Paris, TX",NA,NA,NA,NA,NA,NA,0.604875295,FALSE,"c(NA, NA)"
37620,15,8786,27345,38037,0.230985619,90873,CBSA,37620,"Parkersburg-Vienna, WV",NA,NA,NA,NA,NA,NA,1.65065531,FALSE,"c(NA, NA)"
37740,4,7003,14182,36697,0.190833038,53629,CBSA,37740,"Payson, AZ",NA,NA,NA,NA,NA,NA,0.74586511,FALSE,"c(NA, NA)"
37860,25,75925,154147,240214,0.316072336,487327,CBSA,37860,"Pensacola-Ferry Pass-Brent, FL",NA,NA,NA,NA,NA,NA,0.513002563,FALSE,"c(NA, NA)"
37900,13,66377,93110,171494,0.387051442,371810,CBSA,37900,"Peoria, IL",NA,NA,NA,NA,NA,NA,0.349640946,FALSE,"c(NA, NA)"
37940,1,2766,9975,13482,0.205162439,35827,CBSA,37940,"Peru, IN",NA,NA,NA,NA,NA,NA,0.2791191,FALSE,"c(NA, NA)"
37980,387,1850036,1022842,2975280,0.621802318,6078451,CBSA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA,NA,NA,NA,0.636675364,FALSE,"c(NA, NA)"
38060,189,750799,820180,1697380,0.442328176,4761694,CBSA,38060,"Phoenix-Mesa-Scottsdale, AZ",NA,NA,NA,NA,NA,NA,0.396917568,TRUE,"c(-112.073844, 33.448457)"
38180,5,2916,7001,10603,0.275016505,22073,CBSA,38180,"Pierre, SD",NA,NA,NA,NA,NA,NA,2.265210891,TRUE,"c(-100.336378, 44.367966)"
38220,1,17747,14167,33074,0.536584628,90923,CBSA,38220,"Pine Bluff, AR",NA,NA,NA,NA,NA,NA,0.109983173,FALSE,"c(NA, NA)"
38240,1,16329,30490,48692,0.33535283,97232,CBSA,38240,"Pinehurst-Southern Pines, NC",NA,NA,NA,NA,NA,NA,0.102846799,FALSE,"c(NA, NA)"
38260,4,5199,8624,14891,0.349137063,39031,CBSA,38260,"Pittsburg, KS",NA,NA,NA,NA,NA,NA,1.02482642,FALSE,"c(NA, NA)"
38300,173,549847,608057,1199642,0.458342572,2330283,CBSA,38300,"Pittsburgh, PA",NA,NA,NA,NA,NA,NA,0.742399099,FALSE,"c(NA, NA)"
38340,51,43714,16839,64803,0.674567535,126485,CBSA,38340,"Pittsfield, MA",NA,NA,NA,NA,NA,NA,4.032098668,FALSE,"c(NA, NA)"
38420,1,10046,12349,24321,0.413058674,51806,CBSA,38420,"Platteville, WI",NA,NA,NA,NA,NA,NA,0.193027835,FALSE,"c(NA, NA)"
38460,22,15059,14449,32105,0.469054664,80567,CBSA,38460,"Plattsburgh, NY",NA,NA,NA,NA,NA,NA,2.730646543,FALSE,"c(NA, NA)"
38540,4,10342,17180,33416,0.309492459,85641,CBSA,38540,"Pocatello, ID",NA,NA,NA,NA,NA,NA,0.467066008,FALSE,"c(NA, NA)"
38780,3,1454,3884,5950,0.244369748,18905,CBSA,38780,"Portales, NM",NA,NA,NA,NA,NA,NA,1.586881777,FALSE,"c(NA, NA)"
38820,22,17677,18794,39457,0.448006691,75712,CBSA,38820,"Port Angeles, WA",NA,NA,NA,NA,NA,NA,2.905748098,FALSE,"c(NA, NA)"
38840,1,8285,12653,22218,0.37289585,40632,CBSA,38840,"Port Clinton, OH",NA,NA,NA,NA,NA,NA,0.246111439,FALSE,"c(NA, NA)"
38860,128,169489,117416,307708,0.550811159,532280,CBSA,38860,"Portland-South Portland, ME",NA,NA,NA,NA,NA,NA,2.40474938,FALSE,"c(NA, NA)"
38900,271,672364,371379,1163544,0.57785868,2456462,CBSA,38900,"Portland-Vancouver-Hillsboro, OR-WA",NA,NA,NA,NA,NA,NA,1.103212669,FALSE,"c(NA, NA)"
38940,21,97066,123493,226639,0.42828462899999997,473192,CBSA,38940,"Port St. Lucie, FL",NA,NA,NA,NA,NA,NA,0.443794485,FALSE,"c(NA, NA)"
39020,3,9132,20550,30784,0.296647609,75898,CBSA,39020,"Portsmouth, OH",NA,NA,NA,NA,NA,NA,0.395267332,FALSE,"c(NA, NA)"
39140,12,35590,71330,114450,0.310965487,228055,CBSA,39140,"Prescott, AZ",NA,NA,NA,NA,NA,NA,0.526188858,FALSE,"c(NA, NA)"
39260,1,2637,8511,12172,0.216644758,23091,CBSA,39260,"Prineville, OR",NA,NA,NA,NA,NA,NA,0.433069161,FALSE,"c(NA, NA)"
39300,111,381428,285933,712375,0.535431479,1617057,CBSA,39300,"Providence-Warwick, RI-MA",NA,NA,NA,NA,NA,NA,0.686432204,TRUE,"c(-71.422132, 41.82355)"
39340,14,28964,105009,205728,0.140787836,617751,CBSA,39340,"Provo-Orem, UT",NA,NA,NA,NA,NA,NA,0.226628528,FALSE,"c(NA, NA)"
39380,19,35875,36265,78646,0.456157974,166426,CBSA,39380,"Pueblo, CO",NA,NA,NA,NA,NA,NA,1.14164854,FALSE,"c(NA, NA)"
39420,13,8146,7403,17305,0.470731003,49344,CBSA,39420,"Pullman, WA",NA,NA,NA,NA,NA,NA,2.634565499,FALSE,"c(NA, NA)"
39460,2,33445,60218,96374,0.347033432,181537,CBSA,39460,"Punta Gorda, FL",NA,NA,NA,NA,NA,NA,0.110170378,FALSE,"c(NA, NA)"
39500,2,8610,26134,36407,0.236492982,76058,CBSA,39500,"Quincy, IL-MO",NA,NA,NA,NA,NA,NA,0.262957217,FALSE,"c(NA, NA)"
39540,8,42512,46611,94133,0.45161633,195949,CBSA,39540,"Racine, WI",NA,NA,NA,NA,NA,NA,0.408269499,FALSE,"c(NA, NA)"
39580,93,343972,266822,643901,0.534200133,1334342,CBSA,39580,"Raleigh, NC",NA,NA,NA,NA,NA,NA,0.69697274,TRUE,"c(-78.638, 35.771)"
39660,17,17418,41538,64085,0.271795272,146869,CBSA,39660,"Rapid City, SD",NA,NA,NA,NA,NA,NA,1.157494093,FALSE,"c(NA, NA)"
39740,45,78437,96626,183065,0.428465299,417524,CBSA,39740,"Reading, PA",NA,NA,NA,NA,NA,NA,1.077782355,FALSE,"c(NA, NA)"
39820,25,22301,51778,80053,0.278577942,179539,CBSA,39820,"Redding, CA",NA,NA,NA,NA,NA,NA,1.392455121,FALSE,"c(NA, NA)"
39900,48,98131,96374,212467,0.461864666,461336,CBSA,39900,"Reno, NV",NA,NA,NA,NA,NA,NA,1.040456414,FALSE,"c(NA, NA)"
39940,2,1852,13031,21403,0.086529926,52488,CBSA,39940,"Rexburg, ID",NA,NA,NA,NA,NA,NA,0.381039476,FALSE,"c(NA, NA)"
39980,5,8322,16028,25579,0.32534501,66178,CBSA,39980,"Richmond, IN",NA,NA,NA,NA,NA,NA,0.755538094,FALSE,"c(NA, NA)"
40060,117,336136,277482,650756,0.516531542,1292911,CBSA,40060,"Richmond, VA",NA,NA,NA,NA,NA,NA,0.904934678,TRUE,"c(-77.46, 37.54)"
40080,5,12708,29040,44062,0.288411783,107983,CBSA,40080,"Richmond-Berea, KY",NA,NA,NA,NA,NA,NA,0.46303584800000003,FALSE,"c(NA, NA)"
40140,155,714528,604483,1405374,0.508425515,4570427,CBSA,40140,"Riverside-San Bernardino-Ontario, CA",NA,NA,NA,NA,NA,NA,0.339136803,FALSE,"c(NA, NA)"
40180,5,4200,11167,17023,0.246725019,39834,CBSA,40180,"Riverton, WY",NA,NA,NA,NA,NA,NA,1.255209118,FALSE,"c(NA, NA)"
40220,37,55980,87507,151684,0.369056723,313488,CBSA,40220,"Roanoke, VA",NA,NA,NA,NA,NA,NA,1.180268463,FALSE,"c(NA, NA)"
40340,29,47108,55455,113670,0.414427729,217828,CBSA,40340,"Rochester, MN",NA,NA,NA,NA,NA,NA,1.331325633,FALSE,"c(NA, NA)"
40380,64,243124,219877,496212,0.489959936,1071589,CBSA,40380,"Rochester, NY",NA,NA,NA,NA,NA,NA,0.597243906,FALSE,"c(NA, NA)"
40420,29,64699,67906,141377,0.45763455200000003,338252,CBSA,40420,"Rockford, IL",NA,NA,NA,NA,NA,NA,0.857348959,FALSE,"c(NA, NA)"
40580,3,39459,31580,72551,0.543879478,146769,CBSA,40580,"Rocky Mount, NC",NA,NA,NA,NA,NA,NA,0.204402837,FALSE,"c(NA, NA)"
40700,8,14096,34582,53521,0.263373255,109284,CBSA,40700,"Roseburg, OR",NA,NA,NA,NA,NA,NA,0.732037627,FALSE,"c(NA, NA)"
40740,8,5534,12872,20271,0.273000839,65153,CBSA,40740,"Roswell, NM",NA,NA,NA,NA,NA,NA,1.227878993,FALSE,"c(NA, NA)"
40760,1,2331,5896,8902,0.261851269,19483,CBSA,40760,"Ruidoso, NM",NA,NA,NA,NA,NA,NA,0.513267977,FALSE,"c(NA, NA)"
40780,3,6480,20864,29008,0.223386652,85199,CBSA,40780,"Russellville, AR",NA,NA,NA,NA,NA,NA,0.352116809,FALSE,"c(NA, NA)"
40820,1,7107,10761,18669,0.380684557,47465,CBSA,40820,"Ruston, LA",NA,NA,NA,NA,NA,NA,0.210681555,FALSE,"c(NA, NA)"
40860,7,13635,12479,29619,0.460346399,59000,CBSA,40860,"Rutland, VT",NA,NA,NA,NA,NA,NA,1.186440678,FALSE,"c(NA, NA)"
40900,163,490688,354913,917850,0.534605872,2320381,CBSA,40900,"Sacramento--Roseville--Arden-Arcade, CA",NA,NA,NA,NA,NA,NA,0.702470844,TRUE,"c(-121.468926, 38.555605)"
40980,6,44396,45469,94320,0.470695505,191996,CBSA,40980,"Saginaw, MI",NA,NA,NA,NA,NA,NA,0.312506511,FALSE,"c(NA, NA)"
41060,18,31216,60489,99650,0.313256397,198106,CBSA,41060,"St. Cloud, MN",NA,NA,NA,NA,NA,NA,0.908604484,FALSE,"c(NA, NA)"
41100,10,10288,42650,61963,0.166034569,165859,CBSA,41100,"St. George, UT",NA,NA,NA,NA,NA,NA,0.602921759,FALSE,"c(NA, NA)"
41140,4,15469,34131,52771,0.293134487,126598,CBSA,41140,"St. Joseph, MO-KS",NA,NA,NA,NA,NA,NA,0.315960758,FALSE,"c(NA, NA)"
41180,187,645962,656719,1375135,0.469744425,2805850,CBSA,41180,"St. Louis, MO-IL",NA,NA,NA,NA,NA,NA,0.666464708,FALSE,"c(NA, NA)"
41220,3,5930,12310,18901,0.313740014,53067,CBSA,41220,"St. Marys, GA",NA,NA,NA,NA,NA,NA,0.565323082,FALSE,"c(NA, NA)"
41400,2,12432,31676,46201,0.269085085,103149,CBSA,41400,"Salem, OH",NA,NA,NA,NA,NA,NA,0.193894269,FALSE,"c(NA, NA)"
41420,74,74208,82317,177135,0.418934711,424968,CBSA,41420,"Salem, OR",NA,NA,NA,NA,NA,NA,1.741307581,TRUE,"c(-123.029159, 44.931109)"
41460,2,6741,16111,24967,0.269996395,60363,CBSA,41460,"Salina, KS",NA,NA,NA,NA,NA,NA,0.331328794,FALSE,"c(NA, NA)"
41500,41,89088,34895,133408,0.66778604,435477,CBSA,41500,"Salinas, CA",NA,NA,NA,NA,NA,NA,0.941496336,FALSE,"c(NA, NA)"
41540,41,71332,107360,186728,0.382010197,404067,CBSA,41540,"Salisbury, MD-DE",NA,NA,NA,NA,NA,NA,1.014683208,FALSE,"c(NA, NA)"
41620,136,180436,149212,440697,0.409433239,1205238,CBSA,41620,"Salt Lake City, UT",NA,NA,NA,NA,NA,NA,1.128407833,TRUE,"c(-111.892622, 40.7547)"
41660,5,9263,28154,39245,0.236030068,119200,CBSA,41660,"San Angelo, TX",NA,NA,NA,NA,NA,NA,0.419463087,FALSE,"c(NA, NA)"
41700,47,371623,380665,790334,0.470210063,2474274,CBSA,41700,"San Antonio-New Braunfels, TX",NA,NA,NA,NA,NA,NA,0.18995471,FALSE,"c(NA, NA)"
41740,278,735476,477766,1306400,0.562979179,3325468,CBSA,41740,"San Diego-Carlsbad, CA",NA,NA,NA,NA,NA,NA,0.835972561,FALSE,"c(NA, NA)"
41760,7,5819,13343,20943,0.277849401,43621,CBSA,41760,"Sandpoint, ID",NA,NA,NA,NA,NA,NA,1.604731666,FALSE,"c(NA, NA)"
41780,2,16057,19648,37578,0.427297887,74857,CBSA,41780,"Sandusky, OH",NA,NA,NA,NA,NA,NA,0.267176082,FALSE,"c(NA, NA)"
41860,453,1525802,329266,1979890,0.770649885,4710693,CBSA,41860,"San Francisco-Oakland-Hayward, CA",NA,NA,NA,NA,NA,NA,0.961641949,FALSE,"c(NA, NA)"
41940,149,524205,152667,725633,0.72241064,1993582,CBSA,41940,"San Jose-Sunnyvale-Santa Clara, CA",NA,NA,NA,NA,NA,NA,0.747398401,FALSE,"c(NA, NA)"
42020,48,67107,56164,135009,0.497055752,282838,CBSA,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",NA,NA,NA,NA,NA,NA,1.69708455,FALSE,"c(NA, NA)"
42100,37,95249,22438,128821,0.739390317,275105,CBSA,42100,"Santa Cruz-Watsonville, CA",NA,NA,NA,NA,NA,NA,1.344941023,FALSE,"c(NA, NA)"
42140,39,50793,14332,71434,0.71104796,149617,CBSA,42140,"Santa Fe, NM",NA,NA,NA,NA,NA,NA,2.606655661,TRUE,"c(-105.964575, 35.667231)"
42200,59,107142,56365,176786,0.606054778,445606,CBSA,42200,"Santa Maria-Santa Barbara, CA",NA,NA,NA,NA,NA,NA,1.324039622,FALSE,"c(NA, NA)"
42220,63,160435,51408,231253,0.693763973,503246,CBSA,42220,"Santa Rosa, CA",NA,NA,NA,NA,NA,NA,1.251872842,FALSE,"c(NA, NA)"
42300,4,5379,9122,15456,0.348020186,37714,CBSA,42300,"Sault Ste. Marie, MI",NA,NA,NA,NA,NA,NA,1.060614096,FALSE,"c(NA, NA)"
42340,23,71157,74091,150773,0.471947895,386337,CBSA,42340,"Savannah, GA",NA,NA,NA,NA,NA,NA,0.595335161,FALSE,"c(NA, NA)"
42420,4,3307,11049,15455,0.21397606,38148,CBSA,42420,"Scottsbluff, NE",NA,NA,NA,NA,NA,NA,1.048547761,FALSE,"c(NA, NA)"
